number,user_id,created_at,updated_at,closed_at,milestone_number,state
10394,5184595,2015-06-19,2015-06-19,2015-06-19,,closed
10392,953992,2015-06-19,2015-06-23,2015-06-23,34,closed
10391,5675858,2015-06-19,2015-06-20,2015-06-20,,closed
10390,6269369,2015-06-19,2019-01-16,2019-01-16,55,closed
10388,269904,2015-06-18,2015-06-20,2015-06-20,34,closed
10385,1020496,2015-06-18,2015-07-03,2015-07-03,34,closed
10382,1232306,2015-06-17,2018-01-12,2018-01-12,32,closed
10381,1312546,2015-06-17,2016-12-11,2016-12-11,45,closed
10380,51059,2015-06-17,2021-04-18,,,open
10378,51059,2015-06-17,2015-06-26,2015-06-26,34,closed
10377,12938680,2015-06-17,2015-06-17,2015-06-17,,closed
10375,4244876,2015-06-17,2015-06-17,2015-06-17,,closed
10374,1312546,2015-06-17,2018-12-14,2018-12-14,32,closed
10373,1696302,2015-06-17,2015-08-10,2015-08-10,34,closed
10371,51059,2015-06-17,2015-07-15,2015-07-15,20,closed
10369,5010099,2015-06-17,2015-07-03,2015-07-03,34,closed
10368,326005,2015-06-16,2015-06-16,2015-06-16,,closed
10366,223276,2015-06-16,2015-08-28,2015-08-28,34,closed
10365,51059,2015-06-16,2021-03-09,2021-03-09,32,closed
10364,10709573,2015-06-16,2017-02-18,2017-02-18,40,closed
10363,1879083,2015-06-15,2015-06-15,2015-06-15,,closed
10362,51059,2015-06-15,2015-08-07,2015-08-07,34,closed
10361,79732,2015-06-15,2016-11-11,2016-11-11,33,closed
10360,7441788,2015-06-15,2019-10-23,2019-10-23,32,closed
10357,953992,2015-06-15,2015-06-15,2015-06-15,34,closed
10356,103538,2015-06-15,2015-08-19,2015-08-19,34,closed
10355,12891830,2015-06-15,2020-05-19,2020-05-19,68,closed
10353,1400021,2015-06-14,2017-10-18,2017-10-18,46,closed
10351,5488440,2015-06-14,2018-07-03,2015-06-17,,closed
10349,2737768,2015-06-13,2022-01-15,,20,open
10347,4094953,2015-06-13,2021-04-18,,32,open
10344,1696302,2015-06-13,2015-08-05,2015-08-05,34,closed
10343,4094953,2015-06-13,2021-12-17,2021-12-17,32,closed
10342,11449762,2015-06-12,2015-06-12,2015-06-12,,closed
10340,1510112,2015-06-12,2018-02-22,2018-02-22,53,closed
10336,12854767,2015-06-12,2021-05-10,2021-05-10,80,closed
10334,3055719,2015-06-12,2021-08-09,2015-06-12,,closed
10333,1217238,2015-06-11,2016-04-09,2016-04-09,,closed
10332,12573919,2015-06-11,2015-06-12,2015-06-12,35,closed
10331,494248,2015-06-11,2019-06-19,2016-03-21,38,closed
10329,1020496,2015-06-11,2020-04-03,2020-04-03,68,closed
10327,1117703,2015-06-11,2019-01-29,2015-09-22,,closed
10326,179313,2015-06-10,2020-01-03,2020-01-03,16,closed
10325,12253302,2015-06-10,2015-06-11,2015-06-10,33,closed
10324,1222402,2015-06-10,2015-07-01,2015-07-01,34,closed
10323,410907,2015-06-10,2015-06-10,2015-06-10,33,closed
10320,4094953,2015-06-09,2019-10-26,2019-10-26,,closed
10319,6342575,2015-06-09,2020-09-15,2020-09-15,73,closed
10318,10709573,2015-06-09,2015-06-09,2015-06-09,33,closed
10317,1043542,2015-06-09,2015-06-10,2015-06-10,35,closed
10316,1020496,2015-06-09,2016-06-23,2016-06-23,33,closed
10315,1874957,2015-06-09,2020-06-28,2020-06-28,32,closed
10313,5585221,2015-06-08,2015-06-08,2015-06-08,,closed
10312,39889,2015-06-08,2019-10-09,2019-10-09,32,closed
10311,1430861,2015-06-08,2015-06-15,2015-06-15,,closed
10310,953992,2015-06-08,2019-10-21,,32,open
10309,12434323,2015-06-08,2019-01-13,,,open
10307,953992,2015-06-07,2015-06-13,2015-06-13,35,closed
10299,8889265,2015-06-06,2015-10-15,2015-10-15,37,closed
10297,4349929,2015-06-06,2015-06-06,2015-06-06,,closed
10295,1696302,2015-06-06,2015-08-08,2015-08-08,34,closed
10293,6980874,2015-06-06,2015-06-06,2015-06-06,,closed
10291,1667488,2015-06-05,2016-02-12,2016-02-12,36,closed
10289,1043542,2015-06-05,2015-07-02,2015-06-07,35,closed
10288,1020496,2015-06-05,2015-06-05,2015-06-05,33,closed
10287,953992,2015-06-05,2015-06-24,2015-06-24,34,closed
10285,3168512,2015-06-05,2021-09-03,2020-12-23,80,closed
10284,3523655,2015-06-05,2015-06-05,2015-06-05,33,closed
10281,953992,2015-06-04,2015-06-24,2015-06-24,34,closed
10280,953992,2015-06-04,2015-06-09,2015-06-09,35,closed
10279,3168512,2015-06-04,2018-09-05,2018-09-05,33,closed
10278,1944486,2015-06-04,2020-03-31,,,open
10273,7361305,2015-06-04,2015-08-29,2015-08-29,34,closed
10264,6933145,2015-06-03,2015-06-05,2015-06-05,35,closed
10261,9289235,2015-06-03,2021-11-26,2021-11-26,86,closed
10260,167164,2015-06-03,2015-06-04,2015-06-03,,closed
10259,1696302,2015-06-03,2018-03-30,2018-03-30,53,closed
10256,12729550,2015-06-03,2015-06-03,2015-06-03,33,closed
10255,1020496,2015-06-03,2015-06-05,2015-06-05,35,closed
10254,1020496,2015-06-03,2021-04-18,,32,open
10245,7766733,2015-06-01,2015-06-08,2015-06-08,35,closed
10244,595909,2015-06-01,2019-08-27,2019-08-27,33,closed
10242,12677513,2015-05-30,2015-09-04,2015-09-04,34,closed
10239,1696302,2015-05-30,2019-12-01,,,open
10238,5091511,2015-05-30,2015-05-31,2015-05-30,33,closed
10237,1430861,2015-05-30,2015-05-31,2015-05-30,33,closed
10235,953992,2015-05-30,2016-07-25,2016-07-25,40,closed
10234,4164048,2015-05-29,2019-01-21,2019-01-21,,closed
10231,1947204,2015-05-29,2020-01-28,2015-06-11,35,closed
10228,1570054,2015-05-29,2015-06-26,2015-06-26,34,closed
10227,1223112,2015-05-29,2015-09-30,2015-05-29,,closed
10224,12618397,2015-05-28,2015-05-28,2015-05-28,,closed
10223,12618397,2015-05-28,2015-05-28,2015-05-28,,closed
10222,1393288,2015-05-28,2017-02-09,2016-01-27,,closed
10221,249407,2015-05-28,2017-03-29,2017-03-29,32,closed
10219,953992,2015-05-27,2021-04-18,,32,open
10218,2288752,2015-05-27,2015-08-26,2015-08-26,34,closed
10217,1027357,2015-05-27,2015-06-02,2015-06-01,35,closed
10215,1020496,2015-05-27,2015-08-12,2015-08-12,34,closed
10214,109167,2015-05-27,2015-06-09,2015-06-09,35,closed
10213,953992,2015-05-27,2021-04-18,2021-04-18,32,closed
10209,1502984,2015-05-26,2015-06-05,2015-06-05,35,closed
10208,296164,2015-05-26,2019-10-14,2016-04-03,38,closed
10207,953992,2015-05-26,2019-06-24,2019-06-24,32,closed
10205,7624997,2015-05-25,2015-05-26,2015-05-26,,closed
10203,12573919,2015-05-23,2015-06-11,2015-06-11,,closed
10201,8051980,2015-05-22,2015-05-23,2015-05-23,,closed
10198,8472772,2015-05-22,2015-05-22,2015-05-22,,closed
10197,8281969,2015-05-22,2015-05-22,2015-05-22,33,closed
10195,7807926,2015-05-22,2015-05-22,2015-05-22,,closed
10193,7807926,2015-05-22,2015-06-18,2015-06-18,34,closed
10192,10919436,2015-05-22,2015-10-23,2015-10-23,20,closed
10191,9811038,2015-05-21,2015-05-22,2015-05-22,,closed
10190,1376579,2015-05-21,2015-05-21,2015-05-21,,closed
10187,1020496,2015-05-21,2015-05-22,,,open
10186,1696302,2015-05-21,2021-06-17,,32,open
10184,12544186,2015-05-21,2015-06-09,2015-06-09,35,closed
10182,7450204,2015-05-21,2015-06-10,2015-06-10,35,closed
10181,7807926,2015-05-21,2015-06-07,2015-06-07,35,closed
10180,8620425,2015-05-20,2015-11-24,2015-11-24,,closed
10178,1150727,2015-05-20,2015-07-20,2015-07-20,34,closed
10177,953992,2015-05-20,2015-06-27,2015-06-27,34,closed
10176,743508,2015-05-20,2015-05-20,2015-05-20,,closed
10175,7251331,2015-05-20,2020-09-22,,32,open
10174,2330659,2015-05-20,2016-01-07,2016-01-07,36,closed
10173,689723,2015-05-19,2015-05-19,2015-05-19,,closed
10170,1020496,2015-05-19,2015-06-02,2015-05-20,35,closed
10169,1411854,2015-05-19,2015-05-20,2015-05-20,,closed
10167,10137,2015-05-19,2015-05-19,2015-05-19,,closed
10165,953992,2015-05-18,2016-02-27,2016-02-27,36,closed
10164,852716,2015-05-18,2021-04-18,,32,open
10162,7450204,2015-05-18,2015-05-20,2015-05-18,,closed
10161,4436747,2015-05-17,2017-12-13,2015-09-25,34,closed
10160,10504477,2015-05-17,2015-06-10,2015-06-10,35,closed
10159,5513150,2015-05-17,2015-05-18,2015-05-18,,closed
10156,5990528,2015-05-16,2015-06-09,2015-06-09,35,closed
10155,3474325,2015-05-16,2015-06-02,2015-05-30,35,closed
10154,232564,2015-05-16,2015-07-07,2015-07-07,34,closed
10153,3928300,2015-05-16,2016-08-06,2016-08-06,40,closed
10151,953992,2015-05-15,2015-07-11,2015-07-11,34,closed
10150,1696302,2015-05-15,2015-06-27,2015-06-27,34,closed
10149,1696302,2015-05-15,2015-06-02,2015-06-01,35,closed
10148,81476,2015-05-15,2015-05-16,2015-05-15,33,closed
10147,7398331,2015-05-15,2019-03-01,2019-03-01,,closed
10146,79732,2015-05-15,2015-05-15,2015-05-15,,closed
10145,1523574,2015-05-15,2015-06-02,2015-05-26,35,closed
10144,6428892,2015-05-15,2021-04-18,2021-04-18,32,closed
10143,12072865,2015-05-15,2018-06-26,2018-06-26,55,closed
10140,4842513,2015-05-14,2015-06-20,2015-06-20,34,closed
10138,953992,2015-05-14,2015-06-04,2015-06-04,35,closed
10137,2746267,2015-05-14,2015-05-14,2015-05-14,33,closed
10134,6324742,2015-05-14,2018-07-07,2018-07-07,33,closed
10129,1312546,2015-05-13,2015-06-06,2015-06-06,35,closed
10128,12253302,2015-05-13,2021-04-18,,32,open
10127,1312546,2015-05-13,2016-12-19,2016-12-19,32,closed
10126,1150402,2015-05-13,2015-12-17,2015-06-03,35,closed
10125,79732,2015-05-13,2015-09-30,2015-09-22,34,closed
10123,103538,2015-05-13,2015-05-13,2015-05-13,33,closed
10121,79732,2015-05-13,2015-06-02,2015-05-15,35,closed
10120,79732,2015-05-13,2015-05-13,2015-05-13,,closed
10119,1676326,2015-05-13,2015-06-02,2015-05-19,35,closed
10118,12421125,2015-05-13,2017-11-09,2017-11-09,46,closed
10117,460756,2015-05-12,2018-09-23,2018-09-23,55,closed
10115,7441788,2015-05-12,2015-06-23,2015-06-23,34,closed
10114,953992,2015-05-12,2015-08-15,2015-08-15,34,closed
10113,399441,2015-05-12,2015-05-12,2015-05-12,,closed
10112,5831941,2015-05-12,2020-05-07,2020-05-07,,closed
10109,8646471,2015-05-12,2021-04-18,,32,open
10106,306380,2015-05-11,2015-05-16,2015-05-11,,closed
10104,413772,2015-05-11,2015-05-12,2015-05-12,33,closed
10102,460756,2015-05-11,2015-05-11,2015-05-11,,closed
10100,6113878,2015-05-11,2020-09-20,2020-09-20,,closed
10099,6113878,2015-05-11,2015-05-11,2015-05-11,,closed
10095,953992,2015-05-09,2019-06-28,,32,open
10094,1020496,2015-05-09,2019-04-18,2019-04-17,61,closed
10093,1020496,2015-05-09,2015-06-02,2015-05-16,35,closed
10089,1696302,2015-05-09,2015-11-13,2015-11-13,37,closed
10087,5356340,2015-05-08,2015-06-02,2015-05-12,35,closed
10086,953992,2015-05-08,2015-08-03,2015-08-03,34,closed
10084,953992,2015-05-08,2017-10-08,2017-10-08,32,closed
10083,1696302,2015-05-08,2015-05-08,2015-05-08,29,closed
10081,953992,2015-05-08,2015-06-05,2015-06-05,35,closed
10079,953992,2015-05-07,2016-12-19,2016-12-19,39,closed
10078,7783900,2015-05-07,2020-01-03,2020-01-03,16,closed
10068,1696302,2015-05-06,2015-06-02,2015-06-02,35,closed
10065,170360,2015-05-05,2019-09-02,2019-09-02,16,closed
10063,12253302,2015-05-05,2015-05-13,2015-05-05,29,closed
10062,3207061,2015-05-05,2015-05-06,2015-05-05,,closed
10060,9717992,2015-05-05,2015-05-05,2015-05-05,,closed
10059,3079575,2015-05-05,2015-05-05,2015-05-05,,closed
10056,5675858,2015-05-04,2019-07-12,2019-07-12,,closed
10050,859611,2015-05-02,2015-05-12,2015-05-12,32,closed
10049,109167,2015-05-02,2015-05-02,2015-05-02,,closed
10048,1931852,2015-05-02,2018-11-12,2018-11-12,32,closed
10046,8649250,2015-05-02,2015-06-18,2015-06-18,,closed
10043,449558,2015-05-01,2015-05-08,2015-05-08,29,closed
10041,12200702,2015-05-01,2016-03-06,2016-03-06,36,closed
10040,5732226,2015-05-01,2015-05-07,2015-05-07,29,closed
10039,1020496,2015-04-30,2015-05-04,2015-05-04,29,closed
10038,1020496,2015-04-30,2015-05-04,2015-05-04,29,closed
10037,7870949,2015-04-30,2015-05-07,2015-05-05,33,closed
10034,7996484,2015-04-30,2021-04-18,,,open
10033,1217238,2015-04-30,2019-06-28,2019-06-28,,closed
10030,3170676,2015-04-30,2021-03-16,,32,open
10029,6378675,2015-04-30,2015-04-30,2015-04-30,,closed
10028,1020496,2015-04-30,2015-04-30,2015-04-30,,closed
10025,1217238,2015-04-30,2015-05-04,2015-05-04,29,closed
10022,7388984,2015-04-29,2015-05-08,2015-05-08,29,closed
10020,7870949,2015-04-29,2019-01-13,,,open
10019,7870949,2015-04-29,2020-01-30,2015-04-29,,closed
10018,181744,2015-04-29,2021-08-18,,,open
10017,1196414,2015-04-29,2020-06-11,2015-04-29,,closed
10013,941216,2015-04-29,2015-05-01,2015-04-29,,closed
10011,10137,2015-04-28,2015-11-18,2015-11-18,,closed
10008,1642081,2015-04-28,2016-05-13,2016-05-13,40,closed
10006,833768,2015-04-28,2015-04-28,2015-04-28,,closed
10005,953992,2015-04-28,2015-05-11,2015-05-11,29,closed
10004,953992,2015-04-28,2015-05-05,2015-05-05,29,closed
10002,1020496,2015-04-27,2015-04-29,2015-04-29,29,closed
10001,2768322,2015-04-27,2019-12-12,2016-05-06,40,closed
10000,1020496,2015-04-27,2020-04-03,2020-04-03,32,closed
9995,11963186,2015-04-26,2015-04-27,2015-04-27,,closed
9993,109167,2015-04-26,2015-04-27,2015-04-27,,closed
9992,10853125,2015-04-26,2015-05-08,2015-05-08,29,closed
9991,6239160,2015-04-26,2015-04-28,2015-04-28,,closed
9990,678323,2015-04-26,2015-04-28,2015-04-28,,closed
9989,314716,2015-04-25,2015-04-25,2015-04-25,,closed
9982,1696302,2015-04-24,2015-04-24,,32,open
9980,1696302,2015-04-24,2015-05-08,2015-05-08,29,closed
9979,4347878,2015-04-24,2018-09-24,2015-04-24,,closed
9976,484028,2015-04-24,2015-04-24,2015-04-24,,closed
9973,249407,2015-04-23,2015-04-24,2015-04-24,,closed
9971,375307,2015-04-22,2015-04-22,2015-04-22,33,closed
9970,4633429,2015-04-22,2018-01-31,2018-01-31,33,closed
9969,186722,2015-04-22,2015-04-24,,32,open
9967,1271518,2015-04-22,2016-12-22,2016-12-22,39,closed
9966,907394,2015-04-22,2015-09-06,2015-09-06,34,closed
9964,833768,2015-04-22,2015-04-30,2015-04-30,29,closed
9963,12033774,2015-04-21,2016-07-12,2016-07-12,40,closed
9962,3160562,2015-04-21,2015-04-28,2015-04-28,,closed
9960,1020496,2015-04-21,2021-04-18,,32,open
9959,826871,2015-04-21,2020-08-31,2020-08-31,73,closed
9958,5873255,2015-04-20,2020-03-28,2016-06-12,32,closed
9957,4128715,2015-04-20,2015-04-20,2015-04-20,,closed
9955,12036863,2015-04-20,2015-04-21,2015-04-21,33,closed
9952,1020496,2015-04-20,2021-05-10,2021-05-10,80,closed
9951,2933165,2015-04-20,2015-04-20,2015-04-20,,closed
9950,5596311,2015-04-20,2016-10-28,2015-06-03,33,closed
9949,5834577,2015-04-20,2019-10-02,2015-04-20,,closed
9948,30848,2015-04-20,2015-04-20,2015-04-20,,closed
9946,826871,2015-04-20,2018-07-07,2018-07-07,,closed
9945,826871,2015-04-20,2021-04-16,2021-04-16,32,closed
9943,5010099,2015-04-20,2021-04-18,2021-04-18,32,closed
9941,1621449,2015-04-19,2016-12-18,2016-12-18,39,closed
9937,2956023,2015-04-19,2019-01-13,,,open
9932,109167,2015-04-18,2015-04-19,2015-04-19,,closed
9930,109167,2015-04-18,2016-11-11,2016-11-11,39,closed
9928,5727178,2015-04-18,2015-04-28,2015-04-18,,closed
9927,953992,2015-04-18,2016-06-06,2015-04-21,29,closed
9926,1696302,2015-04-18,2015-06-02,2015-05-18,35,closed
9925,1696302,2015-04-18,2015-04-20,2015-04-20,29,closed
9921,980054,2015-04-17,2015-04-29,2015-04-29,29,closed
9920,69774,2015-04-17,2015-04-17,,,open
9919,69774,2015-04-16,2015-04-17,2015-04-17,,closed
9918,11140030,2015-04-16,2019-11-03,2019-11-03,16,closed
9915,293581,2015-04-16,2016-04-17,2016-04-17,38,closed
9913,5990528,2015-04-16,2017-07-31,2017-07-31,33,closed
9912,959696,2015-04-16,2015-04-16,2015-04-16,,closed
9909,10504477,2015-04-15,2021-04-18,,32,open
9907,6378675,2015-04-15,2015-06-30,2015-06-30,34,closed
9905,1020496,2015-04-15,2015-04-16,2015-04-16,29,closed
9903,1588357,2015-04-15,2016-04-29,2016-04-29,38,closed
9900,632858,2015-04-14,2015-04-14,2015-04-14,,closed
9895,1020496,2015-04-14,2017-04-16,2017-04-16,39,closed
9893,1696302,2015-04-14,2021-04-18,2021-04-18,,closed
9892,1020496,2015-04-14,2021-06-29,2020-01-03,16,closed
9886,1020496,2015-04-13,2021-04-18,2021-04-18,32,closed
9885,1778723,2015-04-13,2021-04-18,,32,open
9883,417981,2015-04-13,2018-07-06,2018-07-06,33,closed
9882,161965,2015-04-13,2015-07-23,2015-07-23,34,closed
9878,5418627,2015-04-13,2015-04-21,2015-04-21,29,closed
9874,417981,2015-04-13,2015-04-14,2015-04-14,29,closed
9867,826871,2015-04-13,2019-03-01,2016-05-09,32,closed
9865,1324881,2015-04-12,2015-04-15,2015-04-15,29,closed
9862,953992,2015-04-12,2018-11-06,2018-11-06,,closed
9859,1217238,2015-04-11,2018-10-25,2018-10-25,32,closed
9857,1001610,2015-04-11,2015-04-14,2015-04-14,29,closed
9856,953992,2015-04-11,2015-04-14,2015-04-14,32,closed
9855,1596189,2015-04-11,2015-04-12,2015-04-12,,closed
9854,1993919,2015-04-11,2015-04-14,2015-04-14,32,closed
9851,1931852,2015-04-11,2015-04-11,2015-04-11,,closed
9850,1696302,2015-04-11,2016-04-09,2016-04-09,38,closed
9849,10959702,2015-04-10,2015-04-11,2015-04-11,,closed
9847,1020496,2015-04-10,2015-05-09,2015-05-09,29,closed
9844,7870949,2015-04-09,2015-04-09,2015-04-09,,closed
9842,953992,2015-04-09,2020-03-31,,32,open
9841,249407,2015-04-09,2015-04-28,2015-04-28,,closed
9836,806256,2015-04-08,2015-04-15,2015-04-11,29,closed
9833,8185155,2015-04-08,2015-04-08,2015-04-08,,closed
9832,410907,2015-04-08,2015-04-09,2015-04-09,29,closed
9831,11860,2015-04-07,2015-04-09,2015-04-08,,closed
9827,1086081,2015-04-07,2015-04-14,2015-04-14,29,closed
9825,1588357,2015-04-07,2015-04-08,2015-04-08,29,closed
9823,806256,2015-04-06,2020-05-13,,,open
9822,7870949,2015-04-06,2021-04-18,,,open
9820,2832171,2015-04-06,2015-04-06,2015-04-06,33,closed
9817,5559036,2015-04-05,2021-04-18,,32,open
9816,166162,2015-04-05,2015-08-21,2015-08-21,34,closed
9815,953992,2015-04-05,2016-04-27,2016-04-27,38,closed
9811,953992,2015-04-04,2015-04-28,2015-04-28,29,closed
9809,953992,2015-04-04,2017-01-25,2017-01-25,39,closed
9807,1931852,2015-04-04,2015-04-14,2015-04-14,29,closed
9799,5037636,2015-04-03,2015-04-03,2015-04-03,,closed
9798,987487,2015-04-03,2015-04-11,2015-04-09,29,closed
9795,10137,2015-04-02,2015-04-07,2015-04-07,29,closed
9794,10137,2015-04-02,2016-02-11,2015-04-17,29,closed
9792,3308182,2015-04-02,2015-06-02,2015-05-27,35,closed
9791,7213793,2015-04-02,2015-04-02,2015-04-02,,closed
9790,972196,2015-04-02,2020-01-03,2020-01-03,16,closed
9789,972196,2015-04-02,2015-08-20,2015-08-20,34,closed
9788,10137,2015-04-02,2015-04-02,2015-04-02,,closed
9787,921741,2015-04-02,2015-04-14,2015-04-14,29,closed
9786,5037636,2015-04-02,2015-04-02,2015-04-02,,closed
9785,52205,2015-04-02,2015-04-14,2015-04-14,29,closed
9784,69774,2015-04-02,2019-10-21,2019-09-16,16,closed
9782,5560050,2015-04-01,2015-04-01,2015-04-01,,closed
9781,5727768,2015-04-01,2015-04-03,2015-04-03,29,closed
9780,1334004,2015-04-01,2018-03-19,2017-12-10,53,closed
9779,904818,2015-04-01,2015-04-09,2015-04-05,29,closed
9778,7354672,2015-04-01,2015-07-23,2015-04-16,29,closed
9777,306380,2015-04-01,2016-09-09,2015-04-07,29,closed
9776,1696302,2015-04-01,2015-04-04,2015-04-04,29,closed
9775,11647983,2015-04-01,2015-04-01,2015-04-01,33,closed
9774,1993919,2015-04-01,2016-07-11,2016-07-11,33,closed
9772,5037636,2015-04-01,2020-11-13,2020-11-13,73,closed
9771,2885428,2015-04-01,2015-05-27,2015-05-27,,closed
9768,10137,2015-04-01,2015-04-12,2015-04-12,,closed
9767,869232,2015-03-31,2020-10-23,,32,open
9765,184899,2015-03-31,2016-04-25,2016-04-25,38,closed
9764,7584957,2015-03-31,2015-04-06,2015-04-06,29,closed
9762,1696302,2015-03-31,2015-04-18,2015-04-18,29,closed
9760,11737679,2015-03-31,2015-08-18,2015-08-18,34,closed
9759,1249695,2015-03-31,2015-04-08,2015-04-04,,closed
9757,1017726,2015-03-31,2015-04-11,2015-04-11,29,closed
9756,832380,2015-03-31,2015-05-04,2015-05-04,29,closed
9755,652887,2015-03-31,2016-04-06,2016-04-06,38,closed
9753,1280389,2015-03-31,2019-12-13,2019-12-13,,closed
9752,4383303,2015-03-31,2019-12-12,2019-12-12,16,closed
9751,920492,2015-03-31,2021-04-18,,32,open
9750,3679615,2015-03-30,2018-10-21,2018-10-21,,closed
9749,684720,2015-03-30,2016-07-04,2016-07-04,33,closed
9748,953992,2015-03-29,2019-10-21,,32,open
9747,1879063,2015-03-29,2015-09-21,2015-09-11,34,closed
9746,1170234,2015-03-29,2016-01-30,2016-01-30,36,closed
9744,5957850,2015-03-28,2015-04-09,2015-04-09,29,closed
9739,6316732,2015-03-27,2015-04-07,2015-03-27,,closed
9738,1170234,2015-03-27,2021-04-18,2021-04-18,32,closed
9737,890156,2015-03-26,2015-09-01,2015-04-02,29,closed
9736,1621449,2015-03-26,2015-08-18,2015-08-18,34,closed
9735,6989689,2015-03-26,2015-09-17,2015-09-17,34,closed
9734,2321514,2015-03-26,2015-03-27,2015-03-27,,closed
9733,2124035,2015-03-26,2018-07-06,2018-07-06,33,closed
9732,11109263,2015-03-25,2021-06-26,,32,open
9731,10122262,2015-03-25,2015-04-02,2015-04-02,29,closed
9730,963909,2015-03-25,2015-03-25,2015-03-25,,closed
9729,204781,2015-03-25,2021-04-18,,32,open
9728,413772,2015-03-25,2015-09-16,2015-03-25,,closed
9726,10137,2015-03-25,2015-12-11,2015-12-11,,closed
9724,4662540,2015-03-25,2021-04-18,,,open
9720,9717992,2015-03-24,2015-03-30,2015-03-30,33,closed
9719,11633834,2015-03-24,2015-03-25,2015-03-25,33,closed
9718,650534,2015-03-24,2015-09-10,2015-03-24,,closed
9716,3207061,2015-03-24,2018-03-02,2018-01-19,33,closed
9714,1421476,2015-03-24,2016-01-26,2016-01-26,36,closed
9713,1209723,2015-03-23,2015-05-01,2015-05-01,29,closed
9712,296164,2015-03-23,2020-06-29,,,open
9710,5584988,2015-03-23,2015-04-28,2015-04-28,29,closed
9709,8914762,2015-03-23,2015-03-23,2015-03-23,,closed
9708,291575,2015-03-23,2020-03-11,2015-03-25,32,closed
9707,1020496,2015-03-23,2018-07-14,,20,open
9704,1217238,2015-03-23,2020-06-28,,32,open
9703,319411,2015-03-23,2015-03-23,2015-03-23,,closed
9700,980054,2015-03-22,2015-04-29,2015-04-29,29,closed
9698,2666691,2015-03-22,2015-09-10,2015-03-23,,closed
9697,9683693,2015-03-22,2015-05-18,2015-03-23,29,closed
9696,1923000,2015-03-21,2015-03-22,2015-03-22,,closed
9692,8620425,2015-03-20,2016-11-26,2016-11-26,33,closed
9691,743508,2015-03-20,2015-03-25,2015-03-25,33,closed
9690,291575,2015-03-20,2019-01-13,,,open
9688,3160562,2015-03-20,2015-04-10,2015-03-26,29,closed
9687,5681211,2015-03-20,2020-01-03,2020-01-03,16,closed
9684,9683693,2015-03-19,2015-04-28,2015-04-28,29,closed
9680,5037636,2015-03-19,2015-04-28,2015-04-28,29,closed
9679,5865600,2015-03-18,2015-03-18,2015-03-18,,closed
9678,3670355,2015-03-18,2015-03-19,2015-03-19,33,closed
9677,10137,2015-03-18,2015-03-19,2015-03-18,,closed
9676,5758587,2015-03-18,2015-05-07,2015-05-07,29,closed
9675,2800289,2015-03-18,2015-03-25,2015-03-25,29,closed
9671,4711805,2015-03-17,2015-04-06,2015-04-06,29,closed
9670,502876,2015-03-17,2015-03-17,2015-03-17,,closed
9669,349843,2015-03-17,2015-03-17,2015-03-17,,closed
9668,306380,2015-03-17,2015-03-17,2015-03-17,,closed
9664,5995126,2015-03-16,2015-03-16,2015-03-16,,closed
9663,2701643,2015-03-16,2015-08-20,2015-08-20,34,closed
9660,953992,2015-03-15,2015-08-20,2015-08-20,33,closed
9658,3989299,2015-03-14,2015-06-02,2015-05-25,35,closed
9656,296082,2015-03-14,2015-03-23,2015-03-14,,closed
9653,296082,2015-03-13,2015-03-18,2015-03-14,33,closed
9651,9683693,2015-03-13,2015-09-04,2015-03-13,34,closed
9646,1312546,2015-03-13,2015-03-13,2015-03-13,25,closed
9645,1020496,2015-03-13,2016-05-25,,20,open
9641,1224492,2015-03-13,2015-03-13,2015-03-13,,closed
9636,1842005,2015-03-12,2018-12-23,2015-03-17,25,closed
9635,5037636,2015-03-12,2015-04-04,2015-04-04,29,closed
9633,847215,2015-03-11,2015-03-11,2015-03-11,,closed
9631,953992,2015-03-11,2017-10-08,2017-10-08,46,closed
9627,953992,2015-03-10,2015-04-22,2015-04-22,29,closed
9625,1499555,2015-03-10,2021-09-09,2021-09-09,,closed
9624,1020496,2015-03-10,2015-03-11,2015-03-11,33,closed
9620,4803336,2015-03-09,2015-03-09,2015-03-09,,closed
9618,10814549,2015-03-09,2015-07-18,2015-07-18,34,closed
9616,6764126,2015-03-09,2015-04-07,2015-04-07,33,closed
9614,6342379,2015-03-08,2019-11-13,2019-11-13,16,closed
9613,349866,2015-03-08,2021-08-08,2021-08-08,,closed
9610,1312546,2015-03-07,2015-04-05,2015-04-05,29,closed
9609,1312546,2015-03-07,2020-05-07,,,open
9608,953992,2015-03-07,2018-07-06,2018-07-06,33,closed
9607,953992,2015-03-06,2015-06-26,2015-06-26,34,closed
9606,953992,2015-03-06,2020-10-29,2020-10-29,73,closed
9604,1224492,2015-03-06,2015-10-08,,32,open
9603,11352449,2015-03-06,2015-04-29,2015-04-29,29,closed
9602,953992,2015-03-06,2017-01-22,2017-01-22,39,closed
9600,5143109,2015-03-06,2015-03-06,2015-03-06,,closed
9599,1020496,2015-03-06,2015-05-11,2015-05-11,29,closed
9598,953992,2015-03-06,2015-03-23,2015-03-23,25,closed
9596,10167353,2015-03-05,2015-04-20,2015-04-18,29,closed
9595,1020496,2015-03-05,2021-04-12,,,open
9594,3867501,2015-03-05,2016-03-19,2015-03-05,,closed
9593,173637,2015-03-04,2016-06-23,2016-06-23,33,closed
9592,7894671,2015-03-04,2015-03-06,,32,open
9591,3229632,2015-03-04,2016-12-09,2016-12-09,33,closed
9590,963909,2015-03-04,2019-10-21,,32,open
